Lead1,Lead2,Lead3
-0.0279298,0.0852071,0.113047
-0.0234062,0.0862002,0.109488
-0.0185844,0.087519,0.105884
-0.0134743,0.0889548,0.102058
-0.00825937,0.0904702,0.0983197
-0.00265768,0.0925565,0.0948208
0.00336141,0.0950692,0.091357
0.00923808,0.0974314,0.0879085
0.0147336,0.0993899,0.0844281
0.0200113,0.100981,0.0807777
0.0250517,0.102282,0.0770612
0.0297025,0.103287,0.0734308
0.0340351,0.104115,0.0699099
0.0382174,0.104932,0.0665232
0.0424139,0.105935,0.0633453
0.0467594,0.107312,0.0603796
0.0511665,0.10891,0.0575503
0.0554326,0.110433,0.054786
0.0595279,0.111767,0.0520696
0.0636182,0.113262,0.0494788
0.0678529,0.115116,0.0469996
0.0723656,0.117297,0.0446267
0.0772815,0.119784,0.0422032
0.0825175,0.122513,0.0396505
0.087701,0.125335,0.03727
0.0925218,0.128062,0.03516
0.097143,0.130784,0.033156
0.101738,0.133503,0.0311875
0.106184,0.135987,0.0291568
0.110309,0.137987,0.0270306
0.114176,0.139573,0.0247913
0.117822,0.140962,0.0225037
0.121163,0.142107,0.0202522
0.124346,0.14305,0.0179909
0.127411,0.143868,0.0157191
0.130195,0.14432,0.0133516
0.132629,0.144292,0.0109309
0.134747,0.143934,0.00855382
0.136692,0.143462,0.00618383
0.138558,0.142862,0.00379063
0.140328,0.141968,0.00120861
0.141892,0.140835,-0.00141494
0.14298,0.13945,-0.00380431
0.143632,0.137721,-0.00622061
0.144028,0.135685,-0.00879389
0.144289,0.1335,-0.0113
0.144476,0.13112,-0.0138773
0.1444,0.128205,-0.0167086
0.143849,0.124653,-0.0196479
0.14294,0.120854,-0.0225049
0.142021,0.117142,-0.0253096
0.141155,0.113367,-0.0282426
0.14024,0.109355,-0.031282
0.139059,0.105032,-0.0343568
0.137421,0.10027,-0.0374466
0.135303,0.0951137,-0.0403935
0.132649,0.0895938,-0.0431781
0.12944,0.0835647,-0.045978
0.125719,0.0770926,-0.0487607
0.12177,0.0704134,-0.0514656
0.117963,0.0638213,-0.0541621
0.114657,0.0578164,-0.0567688
0.111677,0.052385,-0.059128
0.108687,0.0471746,-0.0614241
0.105745,0.0419396,-0.0638688
0.102643,0.0364639,-0.0662793
0.0990811,0.0305661,-0.0686087
0.0949299,0.0239967,-0.0710412
0.0902429,0.0167816,-0.0736044
0.0849971,0.00892422,-0.0762457
0.0790982,0.000262627,-0.0789884
0.072739,-0.00897212,-0.0818208
0.0658673,-0.0187064,-0.0847599
0.0584479,-0.0290363,-0.0877691
0.050676,-0.0397919,-0.0908473
0.0425078,-0.0508922,-0.0939571
0.0340498,-0.0622751,-0.0969546
0.0255629,-0.0737664,-0.0999027
0.0170652,-0.0853248,-0.102964
0.00862721,-0.0968898,-0.106127
0.000415416,-0.108217,-0.109201
-0.00791514,-0.119141,-0.11177
-0.0163946,-0.129718,-0.11384
-0.0245767,-0.140013,-0.115889
-0.0322492,-0.149924,-0.118254
-0.0393736,-0.159606,-0.12104
-0.0460881,-0.169357,-0.124073
-0.0526234,-0.179329,-0.127433
-0.0590228,-0.189389,-0.131042
-0.0650866,-0.199368,-0.134869
-0.070741,-0.209418,-0.13918
