Lead1,Lead2,Lead3
-26.1767,-28.1525,-1.57365
-26.1699,-28.1426,-1.56891
-26.1536,-28.1269,-1.56932
-26.1449,-28.1206,-1.5711
-26.1462,-28.1233,-1.57224
-26.1455,-28.1257,-1.5757
-26.1419,-28.1279,-1.58166
-26.1422,-28.1283,-1.58211
-26.144,-28.1312,-1.58325
-26.1424,-28.1283,-1.58289
-26.139,-28.1259,-1.58312
-26.1321,-28.1165,-1.58011
-26.124,-28.1073,-1.57993
-26.1195,-28.1022,-1.57915
-26.118,-28.1025,-1.5812
-26.1146,-28.1013,-1.58098
-26.1077,-28.0901,-1.58043
-26.0991,-28.0819,-1.58052
-26.0873,-28.071,-1.58002
-26.0738,-28.0628,-1.58526
-26.0637,-28.0534,-1.58758
-26.0619,-28.0495,-1.58307
-26.0622,-28.0461,-1.58184
-26.0555,-28.0393,-1.58239
-26.0501,-28.0357,-1.58339
-26.0474,-28.0367,-1.58721
-26.0478,-28.0417,-1.58953
-26.0436,-28.0413,-1.59422
-26.0431,-28.0398,-1.59468
-26.042,-28.0413,-1.59673
-26.0371,-28.0388,-1.59873
-26.0348,-28.0381,-1.60092
-26.0355,-28.0439,-1.60588
-26.036,-28.0478,-1.60692
-26.0362,-28.0495,-1.60884
-26.0324,-28.0468,-1.61111
-26.0297,-28.0492,-1.61412
-26.0265,-28.0524,-1.62208
-26.0277,-28.0536,-1.62063
-26.0339,-28.0577,-1.61954
-26.0346,-28.0625,-1.62645
-26.0357,-28.0662,-1.62987
-26.0328,-28.0664,-1.62969
-26.0322,-28.072,-1.6377
-26.0357,-28.0841,-1.64389
-26.0427,-28.0942,-1.64762
-26.0434,-28.0947,-1.64776
-26.0393,-28.0942,-1.65245
-26.038,-28.0998,-1.65864
-26.0373,-28.1054,-1.66297
-26.0434,-28.1141,-1.66711
-26.0496,-28.1247,-1.67093
-26.0575,-28.1329,-1.66993
-26.0667,-28.1436,-1.67294
-26.0763,-28.1576,-1.67767
-26.0853,-28.1673,-1.67972
-26.0866,-28.1746,-1.6825
-26.0837,-28.175,-1.68682
-26.0729,-28.1656,-1.68696
-26.0749,-28.1656,-1.68591
-26.0749,-28.1671,-1.69183
-26.0752,-28.175,-1.69784
-26.0821,-28.184,-1.69802
-26.0929,-28.1987,-1.70248
-26.1052,-28.2171,-1.70876
-26.1155,-28.2326,-1.71445
-26.1298,-28.2524,-1.71932
-26.1446,-28.2749,-1.72606
-26.154,-28.289,-1.73084
-26.1717,-28.3105,-1.73845
-26.1836,-28.3291,-1.74231
-26.1962,-28.3465,-1.75015
-26.2105,-28.3637,-1.75301
-26.2206,-28.3802,-1.7562
-26.2271,-28.3925,-1.76107
