Lead1,Lead2,Lead3
14.6404,58.9218,14.5168
10.864,48.3778,13.0914
7.99691,41.375,13.0039
7.54648,38.0627,12.0575
7.71449,34.9909,9.39162
7.18089,31.4774,7.85532
6.89455,28.0398,6.88646
6.47507,24.9271,5.5376
6.5251,22.6025,4.44457
6.59255,20.8758,3.73967
6.71148,19.3973,3.19365
6.5967,16.1218,2.16634
5.15631,11.5666,1.08502
4.45854,8.2867,0.453571
4.77495,6.63761,0.132517
5.35253,6.22987,0.0270268
5.36051,5.49273,7.19763e-05
5.01264,4.29378,0.0147562
4.65547,3.45478,0.0699096
4.01411,2.76667,0.145764
3.62623,2.24945,0.138516
2.98102,1.54007,0.244839
2.32049,0.682762,0.678431
1.82507,0.125276,1.0995
1.44245,8.72053e-05,1.51199
0.980504,0.162028,2.15512
0.253414,1.37079,2.86251
0.00146335,3.86457,3.94702
0.00187263,5.14316,4.89729
0.069555,7.31365,5.76473
0.729088,12.7973,7.38878
1.38124,17.2252,8.92253
1.22442,18.4909,10.5105
1.1698,21.4194,13.4476
1.82581,29.6056,16.8229
2.0708,34.1612,19.0048
1.38702,33.8565,21.337
0.957553,36.5536,25.1114
0.550933,34.7016,25.8118
0.141026,30.1879,25.3024
9.44755e-05,27.4665,27.0782
0.00551975,24.5973,26.5896
0.000265075,21.3714,22.3805
0.00191647,18.309,19.1297
0.007706,18.2805,17.9673
0.156982,20.0205,16.3016
0.654342,20.6621,13.8065
1.28707,20.4176,11.3845
2.23237,23.3084,10.7391
3.30094,28.1462,12.0786
4.23015,33.383,13.6264
5.35542,37.2667,14.683
5.32334,38.5083,15.7329
5.24931,40.5403,17.417
6.80533,46.1386,18.1734
9.50117,55.1862,18.3413
11.7539,63.2333,20.2309
13.352,69.1667,22.2927
13.7754,71.7859,23.1857
12.5966,71.6042,23.3517
11.4162,69.9054,23.9558
10.5106,68.4122,24.8344
8.7159,67.2294,27.7721
7.09032,68.521,32.7145
7.63898,72.8304,33.6827
7.69289,73.6272,32.6427
6.21115,71.437,33.639
5.13389,71.3529,36.5335
4.46064,71.7365,38.8951
4.27502,69.0789,38.807
5.56391,70.7549,37.418
8.6311,78.077,34.8917
11.7257,82.8012,31.951
12.5492,82.5489,30.4339
10.27,76.5955,30.3512
8.91633,73.5443,29.8387
10.8708,76.7796,28.3228
13.5549,75.4134,24.1874
14.0753,67.9942,20.1064
14.9087,64.976,17.6872
17.4042,66.4373,15.5377
19.3986,66.1016,13.5078
19.8974,62.2089,11.4443
19.7752,55.3974,9.13328
19.9198,51.2227,7.20895
18.7447,48.457,6.38126
18.094,45.0223,5.74136
18.203,43.7422,5.47214
18.1469,43.2294,5.34046
19.9627,43.6222,4.87511
21.5102,44.5814,4.48739
22.6402,45.4899,4.02093
23.7425,46.5488,3.64457
25.0893,47.3475,3.40652
26.3308,48.0974,3.45601
27.7524,50.2556,3.46382
29.2798,52.1056,3.32492
30.0808,53.8628,3.38609
32.1569,57.1907,3.37472
34.3363,60.622,3.61063
35.5497,62.2718,3.75538
35.3135,61.2462,3.76032
35.4995,60.955,3.6973
35.8391,60.5432,3.33953
34.7741,59.9052,3.49357
34.9118,60.6601,3.6123
36.7645,62.2791,3.38216
35.7129,60.5325,3.04264
32.1274,54.2235,2.63748
28.3471,48.3865,2.56271
23.532,42.1319,2.65707
18.9447,35.4928,2.67708
14.9928,29.3722,2.29081
12.1874,23.9388,1.77193
11.116,20.8763,1.57607
10.7038,19.4884,1.59274
10.9236,19.4658,1.51458
12.7605,21.0611,1.17585
13.5095,20.7129,0.842204
13.5899,20.8788,0.742136
16.2784,24.5096,0.737975
21.3212,30.3658,0.732388
26.7005,35.3939,0.562889
27.6037,32.5465,0.259807
24.5324,29.1833,0.258253
22.2708,29.4734,0.479552
20.6904,26.8524,0.357667
16.0529,19.6595,0.171385
9.53922,14.3226,0.498815
4.2052,11.5507,1.69392
1.73924,7.24662,1.56771
0.662315,2.59407,0.595565
0.0404272,0.443353,0.247147
0.0337067,0.0052091,0.0784378
0.125027,0.297256,0.0438532
0.141485,1.24964,0.911096
0.146838,2.16185,1.4352
0.228758,3.40183,1.60544
0.156946,4.84623,3.01081
0.00849403,3.74847,4.28117
0.319142,2.22703,4.33962
0.399892,2.08161,4.10991
0.2467,2.37863,4.2037
0.0602022,3.5822,4.89645
0.0616105,4.11229,5.42745
0.32754,3.0239,5.19759
0.22984,2.77154,4.6032
